MovieID,GenreID
146,2
147,5
147,1
147,9
147,7
147,4
147,2
147,3
148,5
148,8
149,5
149,7
149,2
149,6
149,4
149,8
149,9
149,3
150,1
150,5
150,6
150,7
150,3
150,2
150,9
150,4
150,8
151,4
151,6
152,4
152,7
152,3
152,8
152,1
152,2
152,9
153,2
153,6
153,3
153,9
153,8
153,1
153,7
153,5
153,4
154,2
154,5
154,8
154,9
154,4
154,1
155,9
155,4
155,8
155,1
155,5
155,6
155,7
155,3
156,2
156,8
156,9
156,4
156,6
156,7
157,5
157,1
157,3
157,9
157,2
157,4
158,8
158,4
158,3
158,6
158,9
158,1
158,2
158,5
159,2
159,9
159,6
160,4
160,2
161,8
162,4
162,2
163,6
163,8
163,3
163,1
163,5
163,2
163,7
163,4
164,7
164,5
164,1
164,6
164,3
164,9
164,4
164,2
164,8
165,1
165,6
165,8
166,6
166,1
166,8
166,4
166,3
166,2
166,7
166,9
166,5
167,4
167,3
167,5
167,9
167,7
167,1
167,8
167,2
168,7
169,1
169,6
169,5
170,1
170,6
170,8
170,4
170,9
170,2
171,7
171,4
171,3
171,6
171,9
172,4
172,1
172,8
172,9
173,9
173,2
173,5
173,8
173,7
173,1
174,1
174,6
174,2
174,8
174,3
174,9
174,5
174,7
175,2
175,7
175,6
175,4
175,3
175,9
175,1
175,5
175,8
176,4
176,5
176,6
176,8
176,9
176,2
176,3
177,3
177,1
177,9
177,8
177,6
178,1
178,7
178,6
178,5
178,9
178,3
179,1
179,6
179,9
179,7
179,3
180,3
180,7
180,1
180,8
181,5
182,2
182,9
182,1
183,3
183,4
184,7
185,5
186,7
186,3
186,1
186,8
186,2
186,5
186,9
186,4
186,6
187,8
187,7
187,4
187,1
187,2
188,4
188,7
189,1
189,3
190,4
190,7
191,1
191,4
191,3
191,7
192,5
192,6
193,7
193,6
193,9
193,3
193,2
193,5
193,4
194,7
194,5
194,4
194,3
194,1
194,8
195,3
195,1
195,5
195,7
195,2
195,9
195,8
195,4
196,8
196,4
196,7
196,6
196,2
197,9
197,3
198,9
199,2
199,7
199,4
199,1
199,6
199,9
199,8
199,5
199,3
200,6
200,5
200,8
200,3
200,9
200,4
200,7
201,2
201,1
201,7
201,5
202,3
202,1
203,8
203,5
204,9
204,4
204,6
204,8
204,3
204,7
204,5
205,5
205,3
205,9
205,1
205,7
205,2
205,8
206,8
206,4
206,6
207,3
207,5
207,1
207,9
207,8
207,7
207,4
207,6
208,7
209,2
210,3
210,1
210,6
210,9
210,4
210,5
210,7
210,8
210,2
211,6
211,7
211,1
211,4
211,2
212,9
212,3
212,4
212,1
212,6
212,8
212,2
212,5
212,7
213,5
213,3
213,9
213,8
213,1
213,4
214,1
214,8
214,7
214,3
214,4
214,6
214,5
214,9
214,2
215,6
215,2
215,4
215,7
215,3
215,5
215,9
215,1
216,6
216,2
217,1
217,6
217,2
217,8
217,4
217,7
218,7
218,4
219,9
219,5
219,8
219,3
219,1
219,7
219,2
219,6
220,8
220,9
220,7
220,6
220,2
222,4
222,7
222,6
222,2
222,1
222,9
222,8
222,3
223,6
223,8
223,5
223,3
224,1
224,2
224,9
224,5
224,3
224,6
224,4
224,8
225,3
225,2
225,8
225,1
226,7
226,3
226,2
226,4
226,5
227,3
227,2
227,5
227,8
228,2
228,4
228,7
228,3
228,1
228,5
228,8
228,9
229,8
230,2
230,5
230,4
230,7
231,2
231,6
231,7
231,4
231,8
232,8
232,9
232,7
232,5
232,1
232,4
232,6
233,5
233,2
233,9
233,7
233,4
233,6
233,3
234,9
234,3
234,4
234,8
234,6
234,7
234,1
234,5
234,2
235,4
235,6
235,9
235,5
235,3
235,8
236,5
236,6
236,2
236,7
236,4
236,3
236,1
236,8
237,4
237,9
237,7
237,8
237,3
237,5
237,1
237,2
238,8
239,2
239,4
240,1
240,2
240,9
240,8
240,6
240,5
240,7
241,4
241,9
241,1
241,3
241,2
241,5
241,6
241,8
241,7
242,4
242,5
242,8
242,9
242,2
242,7
243,1
243,5
243,7
243,8
243,9
243,6
243,2
243,4
244,7
244,1
244,5
244,9
244,2
245,3
245,8
245,1
245,6
245,5
245,7
245,9
245,2
245,4
246,8
246,7
247,8
247,2
247,5
247,4
247,7
247,6
248,6
248,5
249,4
249,8
249,3
249,5
249,7
250,2
250,9
250,3
251,1
251,5
251,2
251,3
252,9
252,1
252,8
252,7
252,5
252,4
253,8
253,3
253,2
253,4
253,6
253,1
253,7
253,5
254,4
254,8
254,1
254,9
254,7
255,6
255,2
256,5
257,6
257,9
257,3
258,8
258,5
258,2
258,4
259,2
259,1
259,4
259,3
259,9
260,3
260,9
260,7
260,8
261,7
261,8
261,4
262,1
262,2
262,5
262,6
262,9
262,8
262,4
263,1
263,7
263,8
263,2
263,4
264,6
264,3
264,4
264,8
264,5
265,3
265,1
265,4
265,9
265,5
265,7
265,6
265,8
265,2
266,2
266,3
266,1
267,2
267,6
267,1
267,7
267,5
267,4
267,9
267,8
268,4
268,2
268,6
269,1
269,4
269,2
269,6
269,7
269,9
269,5
269,8
270,1
270,7
270,2
270,8
271,7
272,8
272,3
272,6
272,4
273,1
273,4
273,9
274,6
274,4
274,9
274,1
274,2
274,5
275,9
275,1
275,6
275,8
275,4
275,5
275,7
275,2
276,8
276,4
277,8
277,6
277,4
277,9
278,3
278,8
278,9
278,1
278,2
278,5
279,2
279,5
279,6
279,1
280,6
281,5
282,6
282,9
282,5
283,1
283,4
283,8
283,9
283,2
283,3
283,5
284,6
284,9
284,7
284,2
284,5
284,8
284,3
285,3
285,5
285,7
285,2
286,7
286,2
286,4
286,5
286,9
287,1
288,6
288,9
288,2
288,3
288,8
288,7
288,5
288,1
289,5
289,9
289,8
289,2
289,7
289,6
289,4
290,9
290,5
290,8
290,6
290,4
290,2
290,3
291,2
291,6
291,5
291,1
292,4
292,1
292,2
292,3
292,6
293,8
293,9
293,1
293,2
293,5
293,3
294,3
294,5
294,6
294,4
294,8
294,1
294,9
294,2
294,7
295,3
295,2
295,1
295,5
295,8
295,7
295,4
295,9
296,6
296,8
297,3
297,2
298,7
299,4
299,6
299,5
300,7
300,8
300,9
300,6
301,5
301,4
302,9
302,6
302,4
302,3
303,1
303,2
303,4
303,7
303,3
303,6
303,8
303,5
304,6
304,4
304,3
304,8
304,1
305,2
305,9
305,5
306,3
306,7
306,8
306,2
307,8
307,4
307,2
307,1
307,3
307,9
307,7
307,5
308,2
308,4
308,1
308,7
308,9
308,8
308,3
309,8
310,2
310,3
310,5
311,8
311,9
312,3
312,9
312,2
312,5
312,7
312,4
312,1
312,6
312,8
313,8
313,6
313,4
313,1
313,9
314,6
314,8
314,2
314,4
315,8
315,9
315,6
315,7
315,3
315,4
316,8
316,9
316,4
316,6
317,6
317,8
317,4
317,7
317,3
317,1
317,9
318,4
318,8
318,3
318,7
318,6
318,5
318,9
319,4
319,6
319,8
319,7
320,3
320,4
320,7
320,6
320,1
320,8
320,5
320,9
321,4
321,3
321,2
321,8
322,3
322,8
322,5
322,2
322,4
322,7
322,9
322,6
322,1
324,7
324,6
324,5
324,4
324,2
324,9
324,8
324,1
324,3
325,7
325,4
325,2
325,3
325,5
325,9
325,6
326,1
326,8
327,4
327,3
327,2
327,8
327,7
327,5
327,6
327,9
327,1
328,9
329,9
329,7
330,3
330,1
330,8
330,5
330,2
330,4
330,6
330,7
331,6
331,2
331,4
331,7
331,9
332,3
332,8
332,5
332,7
332,6
332,9
332,1
332,2
332,4
333,3
333,4
333,2
333,1
333,8
334,7
334,8
334,2
334,1
335,7
335,6
336,5
337,7
337,9
337,6
337,4
337,8
337,3
337,1
338,6
338,7
338,9
338,1
338,3
338,5
338,8
338,2
338,4
339,5
339,1
339,8
339,7
339,2
340,7
340,1
340,6
340,8
340,9
340,5
340,2
340,3
340,4
341,1
341,5
342,7
342,8
342,9
343,8
343,2
343,7
344,1
344,6
345,6
345,7
345,3
345,4
345,5
346,3
346,6
346,8
346,7
346,4
346,9
346,2
346,1
347,2
348,1
348,7
348,8
348,9
348,5
349,7
349,5
349,1
349,8
349,6
350,1
350,8
351,5
351,2
351,8
351,7
351,1
351,4
351,6
352,3
352,6
352,8
352,4
353,9
353,2
353,8
353,1
354,9
354,6
354,4
354,7
354,3
354,5
354,2
354,8
355,9
355,2
355,7
355,3
355,5
355,4
355,1
355,6
355,8
356,2
356,4
356,1
356,6
357,2
357,5
357,8
357,9
357,6
357,4
357,1
357,7
357,3
358,3
358,9
358,2
358,6
359,5
359,3
359,6
360,7
360,2
360,9
360,3
360,8
360,4
360,1
361,5
361,9
361,6
361,8
361,7
361,1
361,3
361,2
361,4
362,6
362,4
362,3
363,5
363,4
363,9
363,2
363,7
363,8
364,5
364,8
364,2
364,3
365,3
365,4
365,5
365,1
366,3
366,1
367,1
368,9
368,8
369,6
369,2
369,9
369,1
369,8
370,9
370,2
370,4
370,3
371,3
371,9
371,8
371,7
372,1
372,8
372,2
372,9
372,6
372,5
373,5
373,1
373,3
373,6
373,4
373,8
373,2
373,9
373,7
374,1
374,2
374,5
374,4
375,6
375,5
376,2
376,7
376,1
376,3
376,4
376,9
376,5
376,6
377,7
377,3
378,4
378,1
378,8
379,4
379,2
379,1
379,3
379,6
379,9
379,5
379,8
380,7
380,1
380,4
380,9
380,6
380,8
380,3
380,5
381,2
381,5
381,4
381,8
381,6
381,9
381,1
382,4
382,9
382,5
382,7
383,3
383,1
383,4
383,9
383,6
383,7
384,6
384,9
384,3
385,9
385,7
385,8
385,2
385,4
385,1
386,2
386,7
386,4
386,9
386,8
386,1
386,3
386,5
387,7
387,9
388,7
388,1
388,3
388,2
388,9
388,6
388,8
388,5
389,4
389,5
389,1
389,3
389,8
389,6
389,7
389,2
389,9
390,9
390,4
390,5
390,6
390,1
390,7
390,2
391,8
391,5
391,7
391,1
391,3
391,6
392,2
392,5
392,7
392,8
392,1
392,9
392,6
392,3
392,4
393,6
393,8
393,3
393,4
393,2
393,1
393,5
393,9
393,7
394,9
394,5
394,7
394,4
394,8
394,2
394,3
394,1
395,2
396,5
396,9
396,2
396,1
397,8
397,1
397,9
398,7
398,9
398,4
399,1
399,7
399,9
399,3
399,8
399,5
399,2
400,9
400,3
400,7
400,2
400,1
400,4
400,6
401,3
401,8
401,9
401,5
402,6
402,7
402,9
402,1
402,2
402,4
402,3
403,1
403,3
403,9
403,5
403,8
403,6
403,2
403,4
404,5
404,3
404,8
404,7
405,1
405,7
406,1
406,6
406,5
406,3
407,1
407,8
408,2
409,6
409,4
410,9
410,6
410,7
410,1
410,4
410,5
410,8
411,3
411,5
411,7
411,4
411,8
411,9
411,6
411,2
411,1
412,5
412,1
412,4
412,3
413,5
413,9
413,1
413,6
414,5
414,9
414,3
414,4
414,8
415,9
415,1
415,8
415,7
415,6
415,4
416,5
416,1
416,9
416,8
417,9
417,1
417,8
417,6
417,7
418,4
418,5
418,8
418,1
418,3
418,7
419,5
419,8
419,1
419,6
419,7
419,9
419,4
420,6
420,7
421,2
421,3
421,5
421,8
421,6
421,7
421,4
421,9
421,1
422,7
422,1
422,9
423,1
423,3
423,8
423,4
424,9
424,6
424,3
424,4
424,8
424,7
424,2
424,1
424,5
425,8
425,9
425,6
425,3
425,7
426,1
426,2
426,4
426,9
426,8
426,6
426,7
426,5
427,2
427,5
427,4
428,3
428,6
428,4
428,7
428,9
428,2
429,2
429,1
429,5
429,6
429,3
429,7
429,4
429,8
430,1
430,3
430,4
430,5
431,5
431,2
431,8
431,7
432,4
432,3
433,5
433,6
433,1
433,4
433,3
433,7
433,8
433,9
433,2
434,1
434,9
434,7
434,5
434,4
434,2
434,3
434,8
434,6
435,8
435,3
435,9
435,7
435,4
435,2
435,1
436,4
436,9
437,1
437,9
437,5
437,3
437,4
438,8
438,7
438,2
438,9
438,1
438,4
438,3
438,5
439,3
439,9
439,4
439,8
439,1
439,7
440,2
440,7
441,7
441,8
442,8
442,4
442,7
442,5
442,2
442,9
443,5
443,8
443,7
444,7
444,1
444,5
445,7
445,4
445,5
445,3
445,6
445,8
445,2
446,7
446,2
446,1
446,3
447,5
447,6
447,2
448,9
448,1
448,7
448,3
448,6
448,2
448,5
448,8
448,4
449,6
449,5
449,8
449,3
449,9
449,4
449,1
449,7
449,2
450,3
450,5
450,7
450,8
451,4
451,6
451,3
451,1
451,8
451,9
451,5
452,5
452,4
452,6
452,7
452,2
453,7
453,2
453,1
453,5
453,9
454,7
454,6
454,5
455,7
456,6
456,7
456,5
456,3
456,9
456,1
456,4
456,8
457,7
457,1
457,2
458,2
458,1
458,9
459,1
459,8
459,7
459,2
459,6
459,5
460,5
461,3
461,6
461,1
461,2
461,8
461,9
462,9
463,3
463,6
463,9
463,8
463,5
463,2
463,7
463,4
463,1
464,3
464,9
464,1
464,6
464,8
464,4
464,7
465,3
465,2
465,6
465,5
466,8
466,9
466,3
466,1
466,2
466,6
466,5
466,4
467,2
467,6
467,7
467,1
467,9
467,3
468,6
468,1
468,4
468,9
468,7
469,6
469,5
469,8
469,7
469,9
469,3
470,9
471,6
471,2
471,4
471,9
472,7
472,2
472,4
472,1
472,8
472,6
472,5
473,5
473,7
473,3
473,9
473,8
473,1
474,7
474,6
474,9
474,1
475,4
475,2
475,8
475,6
476,9
476,5
476,6
476,3
476,1
476,4
476,2
477,5
478,7
478,6
478,4
479,4
479,2
479,9
479,7
479,5
479,6
480,1
480,6
480,8
480,2
480,7
480,3
481,3
481,1
481,5
481,9
481,8
481,6
481,4
482,6
482,4
482,1
482,3
483,9
483,8
483,4
483,2
484,6
484,1
484,4
484,2
485,8
485,9
485,7
485,2
485,3
486,3
486,5
486,4
486,1
486,7
487,7
487,8
487,3
487,5
487,2
487,4
487,1
487,9
487,6
488,3
488,1
488,2
488,8
488,7
488,4
488,5
488,9
489,1
489,8
489,6
489,2
490,2
490,7
490,3
490,8
490,5
490,9
490,4
491,1
491,4
491,3
491,6
492,2
492,1
492,8
492,5
492,9
492,6
493,6
494,9
495,3
495,5
495,1
496,9
497,9
497,1
498,5
498,9
498,4
498,1
498,2
498,7
498,8
498,6
498,3
499,6
499,4
500,3
500,8
500,1
500,2
500,7
500,5
500,4
501,1
501,8
501,7
502,3
502,8
502,9
503,1
503,4
503,5
503,3
503,8
503,2
503,7
504,5
504,6
504,9
504,2
504,3
505,1
505,4
505,5
505,7
505,9
506,9
506,3
506,4
506,6
506,8
506,5
506,2
507,4
507,7
507,6
507,5
507,2
508,1
508,6
508,8
508,2
508,5
508,4
508,3
508,9
509,8
510,5
510,4
510,1
510,3
510,7
510,9
510,6
511,5
512,1
512,4
512,3
512,9
513,1
513,6
513,9
513,2
513,4
513,7
513,3
514,5
514,2
514,9
514,1
514,4
514,6
514,3
514,8
514,7
515,4
515,2
515,7
515,3
515,9
516,7
516,9
516,4
516,5
517,7
517,6
518,5
519,3
519,4
519,2
519,7
519,1
519,8
519,6
520,2
520,5
520,4
520,3
520,8
521,3
522,5
522,8
522,1
522,7
522,9
522,6
523,3
523,1
523,5
523,2
523,7
523,4
523,9
523,6
524,9
524,5
524,1
524,7
524,2
524,3
525,5
525,6
525,1
525,4
525,7
525,2
526,7
526,9
526,4
527,6
527,5
527,2
527,1
528,1
528,2
528,5
529,1
529,9
529,6
530,3
530,7
530,2
530,4
530,6
531,9
531,6
531,4
531,8
531,7
531,5
531,2
531,1
532,5
532,6
532,2
532,8
532,9
533,9
533,3
533,4
533,2
533,1
533,5
533,7
533,6
533,8
534,4
534,8
534,6
534,5
534,9
535,5
535,9
536,7
536,4
536,8
536,2
536,5
536,1
536,9
537,1
537,8
537,3
537,9
537,2
537,4
537,7
538,5
538,1
539,2
539,9
540,7
540,6
540,9
540,4
540,1
541,4
541,9
542,3
542,4
542,1
542,7
542,6
542,8
542,5
542,9
543,9
543,2
543,7
543,8
543,5
544,6
544,3
544,1
544,8
544,9
545,8
545,6
545,5
545,3
545,4
545,7
545,1
545,2
546,6
547,6
547,5
547,1
547,3
547,8
547,7
547,4
547,9
547,2
548,7
548,5
548,8
548,4
548,1
548,3
549,9
549,5
550,2
550,3
550,5
551,1
551,8
552,4
552,3
552,5
552,6
553,7
554,1
554,8
554,5
555,7
555,2
555,8
555,9
555,1
555,5
555,3
556,9
556,4
556,2
556,5
556,8
558,1
558,4
558,3
558,2
558,9
558,5
558,7
559,8
560,1
560,7
560,3
560,2
560,4
560,8
561,8
561,3
561,4
562,5
562,6
562,4
563,7
563,1
563,8
563,5
563,9
563,2
564,5
564,2
564,1
564,9
564,6
564,7
564,8
564,3
564,4
565,8
565,7
565,2
565,4
565,1
565,6
566,5
567,8
567,9
567,7
567,6
567,2
567,1
567,5
567,3
568,9
568,5
568,7
568,4
568,8
568,2
568,3
568,1
569,9
569,5
569,7
569,8
569,4
569,6
569,2
569,1
570,8
571,7
571,8
571,9
571,2
571,3
572,6
572,5
572,2
572,9
572,3
572,7
572,4
573,1
573,7
573,9
573,3
573,8
574,9
574,7
575,8
575,2
575,1
575,6
575,3
576,1
576,3
576,6
576,2
576,4
576,8
576,5
576,9
577,3
577,2
577,7
577,5
577,9
579,7
579,2
580,9
580,5
580,1
580,6
580,7
581,5
582,1
582,9
583,6
583,9
583,8
583,4
584,2
584,7
584,6
584,4
584,8
584,1
584,5
584,3
584,9
585,8
586,4
586,9
586,1
586,6
586,8
586,2
586,5
586,7
586,3
587,9
587,7
587,8
587,1
588,1
588,7
588,6
588,3
588,2
588,4
589,8
589,1
589,6
589,3
589,4
589,7
590,1
590,9
591,3
591,6
591,4
591,5
591,8
592,5
592,2
592,9
592,3
592,8
592,7
592,6
593,8
593,2
593,5
593,1
593,4
593,3
593,6
593,9
594,7
594,1
594,2
594,8
594,3
594,5
594,9
594,6
594,4
595,4
595,3
596,7
596,1
596,2
596,9
596,4
596,6
597,2
597,7
597,5
597,1
597,8
598,7
598,1
598,4
598,6
598,5
598,3
598,8
599,8
599,1
600,4
600,8
600,7
600,6
600,5
600,1
600,9
600,3
601,2
601,8
601,9
601,5
602,8
602,7
603,4
603,5
604,7
604,4
604,2
605,4
605,5
605,1
605,9
605,3
605,8
605,7
606,4
606,1
606,5
606,6
606,2
607,3
607,6
607,5
608,3
608,6
608,8
608,2
608,7
608,9
608,5
608,1
609,4
610,6
610,8
610,2
610,1
610,7
610,3
611,7
611,2
611,6
611,8
611,3
611,5
611,4
612,2
612,7
613,3
613,7
613,6
613,5
614,5
614,7
615,4
616,9
616,2
616,6
616,7
616,1
616,8
616,5
616,4
617,6
617,1
617,8
617,5
617,3
617,9
618,1
618,9
619,6
619,1
619,5
619,7
620,1
620,9
620,7
620,3
620,6
620,5
620,4
620,8
621,6
621,3
621,2
621,1
621,9
621,7
621,4
623,6
623,7
623,5
623,9
623,3
623,2
623,8
623,1
624,5
624,6
624,9
624,1
624,7
624,4
624,8
624,3
624,2
625,7
626,6
627,2
627,1
627,3
627,7
627,9
627,4
627,8
627,5
628,7
628,8
629,6
630,4
630,1
630,6
630,2
630,9
630,5
631,1
631,5
631,6
631,3
631,7
632,4
632,5
632,1
632,6
632,7
632,2
632,9
633,2
633,9
633,5
633,1
634,9
634,3
635,7
635,8
635,5
635,2
636,7
636,9
636,2
636,8
636,3
636,4
636,5
636,6
636,1
637,9
637,5
637,7
637,8
638,6
638,7
638,3
638,4
638,5
639,3
639,9
639,4
639,7
639,8
639,2
639,6
639,5
640,9
641,5
641,2
641,3
642,5
642,4
642,3
643,4
643,7
643,8
643,5
643,2
643,1
643,9
644,4
645,2
645,8
645,4
645,5
645,3
647,4
647,5
648,9
648,3
648,1
648,4
648,6
649,8
649,4
650,3
651,6
651,1
651,9
651,3
651,2
651,8
651,4
651,5
651,7
652,9
652,6
652,5
652,7
652,4
653,5
653,2
653,9
653,3
653,1
653,6
654,9
654,8
654,6
654,7
654,4
654,2
654,1
655,4
655,7
655,5
655,1
656,3
656,7
656,2
656,8
657,4
657,1
657,2
657,9
657,7
657,3
657,8
657,5
658,2
658,1
658,7
658,6
658,9
658,4
658,5
658,8
659,8
659,5
660,2
660,8
660,7
661,2
661,7
661,8
661,3
661,6
661,5
661,1
662,6
662,8
662,3
662,1
662,7
662,2
663,8
663,3
664,1
664,5
664,3
665,3
665,6
665,2
665,4
665,9
665,1
666,1
666,2
666,9
666,3
666,7
666,8
666,4
666,6
667,2
667,9
667,6
667,1
667,4
667,8
667,3
668,1
668,8
668,3
668,7
670,8
670,9
670,3
670,5
670,2
670,6
670,1
670,7
671,7
671,1
671,8
671,4
671,9
671,2
671,3
671,6
672,9
672,4
672,3
672,2
672,1
672,5
672,6
672,7
672,8
673,7
673,2
673,4
673,9
673,6
674,6
675,9
675,6
676,5
676,4
676,9
676,2
678,6
679,1
679,5
679,2
679,7
679,9
679,4
679,3
679,8
680,2
680,9
680,8
680,3
680,5
680,1
681,3
682,9
682,3
682,6
683,3
683,4
683,1
683,5
683,7
683,2
683,6
683,9
684,5
684,8
684,7
684,6
684,1
684,9
685,4
685,6
685,3
687,6
688,4
688,7
688,9
688,5
688,3
688,1
688,6
688,2
688,8
690,8
690,2
690,7
690,6
690,5
690,4
691,8
692,3
692,8
693,6
693,5
693,1
693,9
694,9
694,7
695,6
695,8
695,2
695,7
695,4
695,9
696,9
696,6
696,4
697,3
697,4
697,9
697,7
697,2
697,6
698,9
698,3
698,8
698,6
698,5
698,7
698,1
698,2
699,6
699,8
699,7
699,3
699,5
699,2
699,1
700,1
700,8
700,5
700,6
700,3
701,9
701,1
701,3
701,5
701,2
701,4
701,6
702,1
702,3
703,9
703,7
703,3
703,5
703,1
703,8
703,2
704,2
704,5
704,6
704,1
704,8
704,9
704,7
704,3
704,4
705,2
705,9
706,3
706,9
706,2
706,4
706,5
706,1
706,6
707,4
707,2
707,8
707,9
708,5
708,3
708,8
708,2
709,2
709,1
709,4
710,8
711,7
711,6
711,8
711,3
711,1
711,4
712,6
712,7
712,5
712,9
712,8
712,4
712,1
712,2
713,3
713,7
713,6
713,1
713,4
713,5
713,2
713,8
713,9
714,8
714,9
715,6
715,9
715,8
715,2
716,8
716,3
716,6
716,9
716,2
716,7
716,4
716,5
717,4
717,3
717,8
717,6
717,1
717,5
717,2
718,8
