RatingID,UserID,MovieID,Rating,Timestamp
95,37841,118346,3.08,2023-02-14 16:08:49.310432
96,71636,4469,1.22,2023-02-25 16:08:49.310463
97,51076,2042,4.33,2023-09-23 16:08:49.310479
98,99702,58783,2.37,2023-01-27 16:08:49.310495
99,128038,84176,2.99,2023-05-22 16:08:49.310512
100,45981,1864,3.71,2022-12-01 16:08:49.310529
101,133448,83583,2.75,2023-01-13 16:08:49.310545
102,127992,113186,3.99,2023-03-12 16:08:49.310562
103,135186,33191,4.33,2023-04-17 16:08:49.310579
104,85723,98821,1.15,2022-11-01 16:08:49.310595
105,48537,100799,4.25,2023-08-26 16:08:49.310613
106,67111,3114,3.99,2022-11-21 16:08:49.310629
107,24013,57774,3.63,2022-12-22 16:08:49.310645
108,109688,4963,3.08,2023-05-25 16:08:49.310662
109,93310,7942,4.89,2022-10-26 16:08:49.310679
110,63135,88108,3.35,2023-01-25 16:08:49.310697
111,85030,2472,2.49,2023-07-26 16:08:49.310714
112,5009,31270,4.45,2023-04-28 16:08:49.310730
113,106308,85354,2.77,2023-09-05 16:08:49.310747
114,10256,120833,2.06,2023-08-03 16:08:49.310763
115,101690,3501,1.77,2023-01-25 16:08:49.310780
116,44097,44724,2.47,2023-02-04 16:08:49.310796
117,21488,77517,4.81,2023-03-03 16:08:49.310813
118,88209,5682,2.62,2023-07-08 16:08:49.310829
119,72282,119214,2.57,2023-08-28 16:08:49.310845
120,32360,77776,1.77,2023-10-03 16:08:49.310861
121,107966,87999,1.49,2023-04-04 16:08:49.310878
122,127416,8797,1.89,2022-10-16 16:08:49.310895
123,106091,131231,3.99,2023-01-10 16:08:49.310912
124,27785,8663,2.36,2023-05-18 16:08:49.310928
125,9251,7580,1.01,2023-06-23 16:08:49.310945
126,46499,47601,2.9,2023-03-22 16:08:49.310961
127,42874,932,1.94,2023-06-21 16:08:49.310978
128,138241,88114,4.43,2023-04-09 16:08:49.310995
129,11575,87518,1.65,2023-09-21 16:08:49.311011
130,97591,5238,1.36,2023-07-05 16:08:49.311029
131,59333,70511,2.83,2023-04-26 16:08:49.311045
132,127397,114680,4.41,2023-01-02 16:08:49.311062
133,107299,116323,3.69,2023-06-11 16:08:49.311078
134,118649,88270,4.55,2023-01-31 16:08:49.311095
135,74084,128366,2.86,2023-03-26 16:08:49.311111
136,56832,126237,2.59,2023-03-28 16:08:49.311128
137,36351,36535,4.74,2022-12-06 16:08:49.311144
138,37513,115376,4.84,2023-02-04 16:08:49.311160
139,19297,107436,3.64,2023-04-16 16:08:49.311176
140,105003,96286,4.64,2023-01-14 16:08:49.311193
141,133158,3910,2.2,2023-07-27 16:08:49.311209
142,23113,73826,4.39,2023-03-12 16:08:49.311225
143,56938,128305,3.53,2023-01-01 16:08:49.311241
144,130994,2400,4.44,2022-11-23 16:08:49.311257
145,135592,6570,1.75,2023-04-15 16:08:49.311274
146,122068,53453,4.13,2023-04-30 16:08:49.311290
147,96229,1007,4.16,2023-09-21 16:08:49.311307
148,135186,113066,3.77,2023-06-30 16:08:49.311323
149,131371,102064,2.88,2023-03-17 16:08:49.311339
150,72282,70183,4.66,2023-04-30 16:08:49.311356
151,30420,2554,1.86,2023-10-02 16:08:49.311374
152,132951,93114,4.52,2023-01-23 16:08:49.311391
153,135990,7374,1.49,2023-06-05 16:08:49.311427
154,84384,3516,1.38,2023-08-17 16:08:49.311452
155,8931,8639,2.29,2023-09-18 16:08:49.311469
156,119882,66437,2.28,2023-03-09 16:08:49.311485
157,100639,117843,3.87,2023-04-02 16:08:49.311508
158,121314,116036,2.96,2022-10-16 16:08:49.311542
159,87461,107675,2.05,2023-01-18 16:08:49.311578
160,40652,100101,4.4,2023-07-28 16:08:49.311595
161,34668,3048,1.22,2023-03-01 16:08:49.311611
162,104477,3879,3.33,2023-01-24 16:08:49.311628
163,136905,54519,3.54,2023-05-02 16:08:49.311644
164,12042,130500,4.03,2023-10-12 16:08:49.311660
165,111236,71205,3.26,2022-12-18 16:08:49.311676
166,87546,58842,4.82,2023-08-24 16:08:49.311692
167,135146,8998,3.23,2023-06-19 16:08:49.311728
168,89949,103647,3.29,2023-02-23 16:08:49.311760
169,103339,2832,4.46,2023-04-20 16:08:49.311776
170,12818,103439,4.09,2023-03-22 16:08:49.311799
171,52596,73569,3.44,2023-08-05 16:08:49.311834
172,117055,69339,3.74,2023-02-21 16:08:49.311851
173,48459,94310,4.23,2023-06-28 16:08:49.311878
174,30901,109173,2.74,2023-06-17 16:08:49.311895
175,43155,62153,4.72,2023-08-17 16:08:49.311911
176,74806,48536,3.12,2023-04-15 16:08:49.311932
177,136274,99045,2.07,2023-05-05 16:08:49.311948
178,51683,119585,4.4,2023-08-03 16:08:49.311976
179,51576,102354,1.32,2023-07-31 16:08:49.312010
180,98924,27603,3.37,2023-02-07 16:08:49.312042
181,123321,4105,4.31,2023-05-13 16:08:49.312058
182,43344,25773,3.97,2023-08-31 16:08:49.312081
183,40029,7698,1.75,2023-06-27 16:08:49.312098
184,41197,7110,3.74,2022-10-30 16:08:49.312138
185,35157,102602,1.22,2023-05-12 16:08:49.312169
186,21013,1091,4.89,2022-10-28 16:08:49.312185
187,106804,90345,4.55,2023-06-01 16:08:49.312202
188,105003,43269,3.72,2022-10-29 16:08:49.312232
189,103668,115869,4.96,2023-09-17 16:08:49.312267
190,105360,5567,3.02,2023-07-03 16:08:49.312294
191,116177,103308,3.5,2023-04-02 16:08:49.312325
192,79482,93654,2.26,2023-05-08 16:08:49.312341
193,107486,50442,4.7,2023-06-13 16:08:49.312357
194,44988,104506,3.11,2023-07-19 16:08:49.312375
195,13419,102263,4.89,2022-12-25 16:08:49.312398
196,72666,50229,3.29,2023-05-01 16:08:49.312414
197,109391,7154,1.6,2023-05-15 16:08:49.312431
198,100276,124013,4.55,2023-03-01 16:08:49.312447
199,70263,794,3.34,2022-10-26 16:08:49.312464
200,132034,54274,3.06,2023-08-07 16:08:49.312487
201,79072,81983,2.75,2022-12-25 16:08:49.312503
202,50814,123824,1.01,2023-09-30 16:08:49.312519
203,118094,6043,2.87,2023-04-11 16:08:49.312554
204,129940,2581,2.38,2022-12-03 16:08:49.312582
205,91878,118900,3.48,2023-06-27 16:08:49.312598
206,110933,61967,1.56,2022-11-30 16:08:49.312615
207,125560,97615,3.48,2022-12-12 16:08:49.312632
208,24201,103206,3.36,2023-08-14 16:08:49.312649
209,6381,104590,3.13,2023-06-27 16:08:49.312665
210,59722,90806,4.91,2023-06-08 16:08:49.312682
211,6381,773,4.66,2023-07-08 16:08:49.312698
212,93384,32199,3.93,2023-04-27 16:08:49.312715
213,15171,69652,3.41,2023-09-27 16:08:49.312731
214,19381,7010,1.73,2023-10-01 16:08:49.312749
215,118493,106460,1.6,2023-03-19 16:08:49.312785
216,95335,124304,4.7,2023-03-28 16:08:49.312801
217,52263,1394,4.84,2023-01-29 16:08:49.312837
218,88817,64754,3.49,2023-06-26 16:08:49.312872
219,133158,2621,2.04,2023-03-16 16:08:49.312889
220,1640,116728,4.04,2023-07-05 16:08:49.312915
221,9841,266,3.95,2023-04-04 16:08:49.312943
222,112018,526,3.67,2023-09-26 16:08:49.312960
223,37435,73829,4.56,2023-06-24 16:08:49.312976
224,67717,60389,3.19,2023-08-12 16:08:49.312992
225,19371,105240,1.11,2022-12-03 16:08:49.313009
226,7605,5651,2.35,2022-12-28 16:08:49.313025
227,91918,736,3.5,2023-10-04 16:08:49.313053
228,82978,2932,4.51,2023-07-24 16:08:49.313087
229,63679,648,1.84,2023-07-03 16:08:49.313112
230,131755,125878,1.48,2023-03-20 16:08:49.313150
231,607,616,4.29,2023-04-16 16:08:49.313166
232,17798,101025,1.2,2023-06-03 16:08:49.313182
233,77989,104546,2.56,2023-01-25 16:08:49.313198
234,78098,81802,1.06,2023-06-05 16:08:49.313223
235,52860,5818,1.56,2023-03-05 16:08:49.313257
236,130324,98458,1.22,2023-09-11 16:08:49.313292
237,24582,114963,3.25,2023-05-18 16:08:49.313308
238,100639,26148,1.34,2023-01-04 16:08:49.313336
239,61717,27509,2.29,2023-06-08 16:08:49.313352
240,22219,126955,2.69,2023-06-13 16:08:49.313371
241,1233,4428,4.79,2023-05-02 16:08:49.313397
242,46598,32172,3.52,2023-02-01 16:08:49.313432
243,60758,94352,2.77,2023-09-22 16:08:49.313456
244,457,4040,2.48,2023-05-12 16:08:49.313473
245,4513,6415,2.43,2023-07-23 16:08:49.313489
246,126764,115526,4.14,2023-01-24 16:08:49.313506
247,105360,52767,3.0,2023-08-27 16:08:49.313522
248,27670,123981,3.01,2023-03-18 16:08:49.313538
249,104229,85007,2.19,2023-04-03 16:08:49.313554
250,5816,49291,2.56,2023-06-03 16:08:49.313570
251,5348,95032,4.19,2023-09-18 16:08:49.313587
252,99575,125387,3.46,2022-10-23 16:08:49.313613
253,11894,113394,3.11,2022-11-30 16:08:49.313637
254,119004,89588,1.63,2022-11-28 16:08:49.313653
255,9657,5603,1.26,2022-11-27 16:08:49.313670
256,23429,6548,3.23,2022-12-15 16:08:49.313687
257,54644,26933,3.35,2023-08-29 16:08:49.313703
258,123483,87990,3.0,2023-06-08 16:08:49.313720
259,129025,101719,2.63,2023-07-04 16:08:49.313737
260,46825,89527,1.01,2023-09-04 16:08:49.313759
261,130068,58379,2.13,2022-12-14 16:08:49.313776
262,81655,132,4.7,2023-08-14 16:08:49.313802
263,98073,57805,2.86,2023-06-04 16:08:49.313818
264,3315,5388,3.46,2023-05-06 16:08:49.313835
265,3219,105831,2.65,2023-01-13 16:08:49.313851
266,20655,43497,3.58,2023-08-15 16:08:49.313867
267,3543,116921,3.5,2022-11-06 16:08:49.313884
268,78098,107955,1.17,2023-09-03 16:08:49.313900
269,85006,27883,2.23,2023-03-22 16:08:49.313916
270,112121,33008,3.6,2023-03-27 16:08:49.313933
271,54511,99826,3.86,2023-02-06 16:08:49.313949
272,32555,3969,3.48,2023-04-15 16:08:49.313966
273,33940,104671,3.62,2023-06-08 16:08:49.313983
274,82593,8751,2.95,2022-12-14 16:08:49.314003
275,30463,114687,4.31,2023-03-17 16:08:49.314019
276,88209,34063,2.79,2023-04-16 16:08:49.314036
277,70055,109448,2.84,2023-03-19 16:08:49.314060
278,43639,79594,1.32,2023-10-12 16:08:49.314081
279,36812,26699,3.75,2022-10-26 16:08:49.314104
280,138151,1816,1.93,2023-09-19 16:08:49.314121
281,134200,2616,1.06,2023-03-20 16:08:49.314138
282,94011,129958,1.13,2023-05-15 16:08:49.314154
283,95200,117877,4.69,2023-04-11 16:08:49.314170
284,90631,100469,3.45,2023-01-09 16:08:49.314186
285,61656,127035,2.9,2022-11-01 16:08:49.314210
286,118946,66808,3.17,2023-09-01 16:08:49.314227
287,72259,31000,3.27,2023-08-07 16:08:49.314244
288,40843,31150,3.7,2023-03-23 16:08:49.314261
289,40454,119210,3.43,2023-08-06 16:08:49.314277
290,5348,393,1.26,2022-12-22 16:08:49.314293
291,79125,53002,2.75,2023-09-09 16:08:49.314310
292,34719,3584,4.55,2023-04-02 16:08:49.314333
293,128918,108895,1.21,2023-03-02 16:08:49.314350
294,73226,5931,3.67,2023-08-02 16:08:49.314373
295,82291,32318,1.95,2022-12-09 16:08:49.314389
296,28784,4013,2.01,2023-05-27 16:08:49.314411
297,122124,117728,1.37,2023-06-05 16:08:49.314427
298,28616,8295,1.3,2023-09-07 16:08:49.314444
299,2411,25905,1.12,2023-07-10 16:08:49.314467
300,109809,33004,1.59,2022-11-24 16:08:49.314484
301,6067,91494,3.2,2023-03-27 16:08:49.314507
302,47416,107013,3.44,2023-10-15 16:08:49.314524
303,39767,47250,2.26,2023-03-14 16:08:49.314541
304,103528,2581,2.57,2023-03-01 16:08:49.314558
305,31022,108239,4.07,2023-08-28 16:08:49.314574
306,128827,59519,4.57,2023-07-01 16:08:49.314590
307,79885,8970,3.84,2022-12-05 16:08:49.314607
308,14230,124452,4.41,2023-07-03 16:08:49.314623
309,100459,108715,2.52,2023-10-12 16:08:49.314640
310,43155,117364,4.73,2023-09-18 16:08:49.314659
311,111272,126154,4.54,2023-06-06 16:08:49.314675
312,95050,62383,4.97,2023-01-22 16:08:49.314699
313,83187,122272,3.78,2022-10-23 16:08:49.314715
314,31392,112788,1.0,2023-02-28 16:08:49.314731
315,70263,85330,1.78,2023-08-16 16:08:49.314748
316,128259,3988,2.95,2023-01-30 16:08:49.314771
317,30751,118958,1.96,2023-02-21 16:08:49.314795
318,32322,117194,2.05,2023-08-04 16:08:49.314811
319,76843,100444,1.75,2023-01-31 16:08:49.314828
320,21170,56715,2.94,2022-12-31 16:08:49.314844
321,30340,82848,4.16,2023-03-13 16:08:49.314860
322,17099,1092,1.8,2023-01-06 16:08:49.314876
323,48516,127128,1.44,2023-05-27 16:08:49.314900
324,35475,1238,4.38,2023-05-30 16:08:49.314923
325,79505,78349,2.89,2023-04-07 16:08:49.314939
326,52137,1320,1.18,2023-08-13 16:08:49.314956
327,28784,101942,3.93,2022-10-23 16:08:49.314979
328,15658,451,4.92,2023-09-30 16:08:49.314995
329,122687,115569,4.23,2022-11-28 16:08:49.315012
330,30447,8124,3.14,2023-05-02 16:08:49.315035
331,82669,2365,3.68,2023-03-12 16:08:49.315058
332,51576,80787,1.61,2023-04-06 16:08:49.315075
333,80580,78836,1.42,2023-07-23 16:08:49.315092
334,110425,4920,3.12,2023-10-14 16:08:49.315114
335,91366,73444,2.76,2023-05-20 16:08:49.315130
336,74570,106990,1.91,2023-05-30 16:08:49.315146
337,132223,128842,1.69,2023-08-19 16:08:49.315171
338,27705,2746,1.82,2023-07-01 16:08:49.315194
339,7542,115075,4.45,2023-02-04 16:08:49.315216
340,8433,26831,2.91,2022-10-20 16:08:49.315237
341,32734,109357,1.06,2023-02-16 16:08:49.315260
342,116399,70831,3.69,2022-10-27 16:08:49.315277
343,22901,1056,2.63,2022-12-18 16:08:49.315306
344,92647,44665,2.87,2022-12-24 16:08:49.315322
345,110300,97051,4.67,2022-12-02 16:08:49.315339
346,64378,1296,4.85,2023-05-08 16:08:49.315355
347,29529,96669,1.25,2023-04-25 16:08:49.315372
348,106842,103528,1.82,2022-11-21 16:08:49.315396
349,99190,62912,3.16,2023-01-09 16:08:49.315412
350,112487,67792,1.64,2023-10-05 16:08:49.315429
351,20798,89118,2.12,2023-01-14 16:08:49.315454
352,18373,105753,4.11,2023-02-28 16:08:49.315477
353,20096,65731,2.78,2023-08-04 16:08:49.315493
354,24275,2248,3.97,2022-10-25 16:08:49.315524
355,12572,45952,1.37,2022-11-15 16:08:49.315540
356,62265,87689,2.73,2022-12-01 16:08:49.315556
357,33360,118684,4.42,2022-10-18 16:08:49.315572
358,23683,126180,4.44,2022-10-24 16:08:49.315589
359,90914,93792,3.84,2023-08-10 16:08:49.315612
360,35816,2660,2.96,2023-01-12 16:08:49.315628
361,126976,3066,3.74,2023-06-12 16:08:49.315645
362,29756,2530,2.58,2023-08-22 16:08:49.315666
363,37439,34162,2.31,2023-08-26 16:08:49.315683
364,53640,104513,4.35,2023-06-06 16:08:49.315699
365,101388,2815,3.98,2023-01-21 16:08:49.315716
366,15658,53280,3.54,2023-06-30 16:08:49.315740
367,83187,53004,2.49,2023-07-15 16:08:49.315756
368,6833,3103,1.81,2023-02-22 16:08:49.315773
369,37101,3704,4.85,2023-01-18 16:08:49.315789
370,90130,3103,1.22,2023-03-08 16:08:49.315805
371,105267,64243,2.83,2022-12-07 16:08:49.315827
372,79072,26981,2.6,2022-11-10 16:08:49.315844
373,24017,2397,3.76,2023-02-10 16:08:49.315860
374,67557,120618,3.3,2023-02-03 16:08:49.315884
375,55860,31195,2.64,2023-01-13 16:08:49.315907
376,39973,124647,4.91,2022-12-08 16:08:49.315930
377,71984,68831,3.14,2023-08-25 16:08:49.315947
378,56606,91727,1.9,2022-12-30 16:08:49.315970
379,24033,5283,1.46,2023-08-17 16:08:49.315986
380,134266,101984,4.43,2023-10-11 16:08:49.316003
381,113262,423,3.51,2023-06-19 16:08:49.316020
382,105131,6649,1.59,2023-01-03 16:08:49.316036
383,37799,113453,4.57,2023-04-01 16:08:49.316052
384,371,5583,2.68,2023-03-27 16:08:49.316076
385,100581,124230,1.06,2023-07-17 16:08:49.316092
386,73226,117484,3.77,2023-07-20 16:08:49.316113
387,27118,113686,2.04,2023-09-01 16:08:49.316129
388,96949,2133,4.94,2022-12-27 16:08:49.316146
389,80469,93393,3.03,2023-07-12 16:08:49.316169
390,4746,738,3.73,2023-06-03 16:08:49.316186
391,83841,104865,3.77,2023-08-23 16:08:49.316209
392,31044,6120,2.93,2023-02-12 16:08:49.316233
393,113045,57543,2.16,2022-12-28 16:08:49.316255
394,53532,26243,3.64,2023-01-29 16:08:49.316271
395,118992,75335,3.86,2023-07-03 16:08:49.316289
396,80275,3867,2.15,2023-03-23 16:08:49.316312
397,76003,4756,2.88,2023-09-15 16:08:49.316329
398,129826,389,3.1,2023-04-17 16:08:49.316345
399,63734,713,1.64,2023-01-02 16:08:49.316368
400,127582,3581,3.37,2023-02-28 16:08:49.316384
401,52173,6846,1.16,2023-05-13 16:08:49.316400
402,32369,126018,4.01,2023-06-03 16:08:49.316417
403,107299,4602,2.59,2023-09-14 16:08:49.316441
404,48329,34271,1.77,2023-05-28 16:08:49.316463
405,42928,7048,3.13,2023-08-28 16:08:49.316480
406,17843,66279,4.37,2023-02-21 16:08:49.316503
407,114244,82397,4.22,2022-10-28 16:08:49.316525
408,23785,36373,2.93,2023-02-13 16:08:49.316541
409,106309,86553,3.44,2023-03-19 16:08:49.316558
410,46432,114585,3.24,2023-05-19 16:08:49.316582
411,44097,113577,3.79,2023-02-24 16:08:49.316605
412,40652,78379,3.8,2023-06-10 16:08:49.316628
413,91936,34359,3.6,2023-01-09 16:08:49.316650
414,80001,96306,3.17,2023-06-12 16:08:49.316673
415,98003,1498,2.79,2022-12-11 16:08:49.316689
416,119740,5979,3.88,2023-09-10 16:08:49.316705
417,80647,127881,3.59,2022-12-09 16:08:49.316728
418,111732,111755,1.65,2023-04-22 16:08:49.316745
419,89424,116028,1.84,2023-01-21 16:08:49.316761
420,46082,114617,1.33,2023-01-25 16:08:49.316778
421,128697,5557,3.27,2023-06-06 16:08:49.316794
422,31044,33555,3.05,2023-06-06 16:08:49.316810
423,37997,105242,3.71,2023-02-03 16:08:49.316826
424,82259,58578,1.46,2023-04-23 16:08:49.316843
425,105916,3505,3.01,2023-04-24 16:08:49.316859
426,106309,5857,3.19,2023-06-27 16:08:49.316875
427,131559,33921,3.04,2023-09-18 16:08:49.316899
428,75033,131152,1.98,2023-08-04 16:08:49.316922
429,103912,4602,4.12,2023-03-01 16:08:49.316938
430,90914,7113,2.93,2023-02-15 16:08:49.316954
431,69772,101188,1.75,2023-05-13 16:08:49.316970
432,13935,74404,4.89,2023-01-29 16:08:49.316986
433,61200,49668,3.17,2022-11-29 16:08:49.317010
434,101141,6216,3.67,2022-12-05 16:08:49.317033
435,35465,105323,1.54,2023-04-16 16:08:49.317055
436,136274,82635,1.02,2023-09-27 16:08:49.317078
437,25958,81880,4.37,2023-08-18 16:08:49.317101
438,21390,109987,1.64,2023-10-07 16:08:49.317117
439,110374,100192,3.77,2023-06-05 16:08:49.317134
440,98073,108330,3.28,2023-09-26 16:08:49.317151
441,503,966,3.79,2023-07-22 16:08:49.317174
442,86924,90466,3.24,2022-11-08 16:08:49.317196
443,90181,76051,4.41,2023-06-26 16:08:49.317219
444,39455,26603,4.59,2022-12-03 16:08:49.317236
445,47778,54881,1.55,2022-12-11 16:08:49.317252
446,110030,70659,2.13,2023-07-05 16:08:49.317269
447,42874,1188,3.69,2022-11-12 16:08:49.317285
448,82669,67096,1.11,2023-04-30 16:08:49.317309
449,22767,83182,4.59,2023-08-22 16:08:49.317332
450,65457,99706,2.88,2023-06-08 16:08:49.317355
451,38587,4524,4.24,2022-12-21 16:08:49.317372
452,128259,5275,3.86,2022-12-19 16:08:49.317388
453,8940,69768,3.64,2023-07-08 16:08:49.317405
454,8295,110171,1.09,2023-07-01 16:08:49.317446
455,135671,114182,4.37,2023-03-18 16:08:49.317463
456,70835,52033,2.54,2023-10-01 16:08:49.317479
457,114442,90112,4.4,2023-09-12 16:08:49.317496
458,32360,128,2.2,2022-12-25 16:08:49.317512
459,2701,113343,1.35,2023-05-15 16:08:49.317529
460,62891,57484,1.12,2022-12-27 16:08:49.317545
461,110063,4425,3.4,2023-10-10 16:08:49.317561
462,138439,59900,4.97,2023-04-09 16:08:49.317577
463,46459,6696,1.45,2023-07-13 16:08:49.317594
464,14842,6517,4.47,2023-01-28 16:08:49.317610
465,133486,26063,4.67,2023-06-16 16:08:49.317638
466,129908,2605,4.15,2022-11-22 16:08:49.317655
467,16162,65130,3.04,2023-06-28 16:08:49.317681
468,63277,101285,2.77,2023-09-11 16:08:49.317698
469,61366,73639,1.09,2023-02-08 16:08:49.317714
470,136946,73355,1.06,2023-01-03 16:08:49.317730
471,15578,118089,1.24,2022-10-26 16:08:49.317747
472,73207,1619,2.59,2023-07-01 16:08:49.317771
473,87974,54256,4.93,2022-12-23 16:08:49.317787
474,73462,4886,1.11,2023-06-08 16:08:49.317809
475,7680,7376,1.45,2023-09-10 16:08:49.317826
476,92647,97794,4.24,2023-09-15 16:08:49.317842
477,110402,91805,2.17,2023-02-06 16:08:49.317859
478,129398,7279,2.22,2023-05-18 16:08:49.317875
479,96001,78340,3.11,2023-05-01 16:08:49.317891
480,62458,26246,4.77,2023-10-15 16:08:49.317907
481,62658,53853,2.62,2023-02-02 16:08:49.317923
482,59428,81898,2.06,2023-09-29 16:08:49.317939
483,31392,125928,2.8,2023-04-21 16:08:49.317955
484,56857,91256,1.84,2023-04-21 16:08:49.317979
485,53640,8921,3.7,2023-06-08 16:08:49.317995
486,100949,93183,2.77,2023-02-02 16:08:49.318012
487,124461,131116,3.81,2023-03-03 16:08:49.318028
488,12051,26368,4.04,2023-04-11 16:08:49.318045
489,101590,26062,3.4,2023-09-24 16:08:49.318061
490,16829,121302,2.95,2022-11-08 16:08:49.318084
491,30480,94681,3.05,2022-11-09 16:08:49.318100
492,24665,6334,4.16,2022-11-21 16:08:49.318117
493,135146,3937,3.14,2023-10-10 16:08:49.318146
494,98062,109280,3.2,2022-11-11 16:08:49.318172
495,46499,5389,2.17,2023-09-25 16:08:49.318188
496,124670,69856,4.61,2023-01-01 16:08:49.318210
497,119804,5770,3.35,2022-11-09 16:08:49.318227
498,10810,69155,4.4,2023-09-06 16:08:49.318243
499,36623,104701,1.55,2023-03-25 16:08:49.318260
